source_record_id,observed_at,equipment_id,run_status,alarm_status,supply_air_temperature_c,return_air_temperature_c,supply_air_temperature_setpoint_c
src-ahu-0090-012,2026-01-15T09:30:00Z,ahu-b-f03-east,ON,NORMAL,14.11,24.46,14.00
src-ahu-0090-013,2026-01-15T09:30:00Z,ahu-b-f03-west,ON,NORMAL,13.99,24.63,14.00
src-ahu-0090-014,2026-01-15T09:30:00Z,ahu-b-f04-east,ON,NORMAL,14.06,25.05,14.00
src-ahu-0090-015,2026-01-15T09:30:00Z,ahu-b-f04-west,ON,NORMAL,14.01,25.26,14.00
src-ahu-0090-016,2026-01-15T09:30:00Z,ahu-c-f01-east,ON,NORMAL,14.02,25.23,14.00
src-ahu-0090-017,2026-01-15T09:30:00Z,ahu-c-f01-west,ON,NORMAL,13.91,25.37,14.00
src-ahu-0090-018,2026-01-15T09:30:00Z,ahu-c-f02-east,ON,NORMAL,13.89,25.74,14.00
src-ahu-0090-019,2026-01-15T09:30:00Z,ahu-c-f02-west,ON,NORMAL,13.87,25.96,14.00
src-ahu-0090-020,2026-01-15T09:30:00Z,ahu-c-f03-east,ON,NORMAL,13.64,26.19,14.00
src-ahu-0090-021,2026-01-15T09:30:00Z,ahu-c-f03-west,ON,NORMAL,13.60,26.21,14.00
src-ahu-0090-022,2026-01-15T09:30:00Z,ahu-c-f04-east,ON,NORMAL,13.61,26.26,14.00
src-ahu-0090-023,2026-01-15T09:30:00Z,ahu-c-f04-west,ON,NORMAL,13.55,26.28,14.00
src-ahu-0091-000,2026-01-15T09:31:00Z,ahu-a-f01-east,ON,NORMAL,14.26,24.43,14.00
src-ahu-0091-001,2026-01-15T09:31:00Z,ahu-a-f01-west,ON,NORMAL,14.21,24.28,14.00
src-ahu-0091-002,2026-01-15T09:31:00Z,ahu-a-f02-east,ON,NORMAL,14.24,24.21,14.00
src-ahu-0091-003,2026-01-15T09:31:00Z,ahu-a-f02-west,ON,NORMAL,14.34,24.16,14.00
src-ahu-0091-004,2026-01-15T09:31:00Z,ahu-a-f03-east,ON,NORMAL,14.40,24.13,14.00
src-ahu-0091-005,2026-01-15T09:31:00Z,ahu-a-f03-west,ON,NORMAL,14.25,23.97,14.00
src-ahu-0091-006,2026-01-15T09:31:00Z,ahu-a-f04-east,ON,NORMAL,14.33,24.13,14.00
src-ahu-0091-007,2026-01-15T09:31:00Z,ahu-a-f04-west,ON,NORMAL,14.41,24.19,14.00
src-ahu-0091-008,2026-01-15T09:31:00Z,ahu-b-f01-east,ON,NORMAL,14.40,23.73,14.00
src-ahu-0091-009,2026-01-15T09:31:00Z,ahu-b-f01-west,ON,NORMAL,14.18,23.73,14.00
src-ahu-0091-010,2026-01-15T09:31:00Z,ahu-b-f02-east,ON,NORMAL,14.27,24.09,14.00
src-ahu-0091-011,2026-01-15T09:31:00Z,ahu-b-f02-west,ON,NORMAL,14.19,24.16,14.00
src-ahu-0091-012,2026-01-15T09:31:00Z,ahu-b-f03-east,ON,NORMAL,14.11,24.47,14.00
src-ahu-0091-013,2026-01-15T09:31:00Z,ahu-b-f03-west,ON,NORMAL,13.97,24.65,14.00
src-ahu-0091-014,2026-01-15T09:31:00Z,ahu-b-f04-east,ON,NORMAL,13.92,25.08,14.00
src-ahu-0091-015,2026-01-15T09:31:00Z,ahu-b-f04-west,ON,NORMAL,13.98,25.27,14.00
src-ahu-0091-016,2026-01-15T09:31:00Z,ahu-c-f01-east,ON,NORMAL,13.97,25.36,14.00
src-ahu-0091-017,2026-01-15T09:31:00Z,ahu-c-f01-west,ON,NORMAL,13.81,25.48,14.00
src-ahu-0091-018,2026-01-15T09:31:00Z,ahu-c-f02-east,ON,NORMAL,13.77,25.86,14.00
src-ahu-0091-019,2026-01-15T09:31:00Z,ahu-c-f02-west,ON,NORMAL,13.74,25.98,14.00
src-ahu-0091-020,2026-01-15T09:31:00Z,ahu-c-f03-east,ON,NORMAL,13.83,26.14,14.00
src-ahu-0091-021,2026-01-15T09:31:00Z,ahu-c-f03-west,ON,NORMAL,13.66,26.18,14.00
src-ahu-0091-022,2026-01-15T09:31:00Z,ahu-c-f04-east,ON,NORMAL,13.68,26.34,14.00
src-ahu-0091-023,2026-01-15T09:31:00Z,ahu-c-f04-west,ON,NORMAL,13.57,26.27,14.00
src-ahu-0092-000,2026-01-15T09:32:00Z,ahu-a-f01-east,ON,NORMAL,14.32,24.46,14.00
src-ahu-0092-001,2026-01-15T09:32:00Z,ahu-a-f01-west,ON,NORMAL,14.30,24.26,14.00
src-ahu-0092-002,2026-01-15T09:32:00Z,ahu-a-f02-east,ON,NORMAL,14.27,24.23,14.00
src-ahu-0092-003,2026-01-15T09:32:00Z,ahu-a-f02-west,ON,NORMAL,14.29,24.16,14.00
src-ahu-0092-004,2026-01-15T09:32:00Z,ahu-a-f03-east,ON,NORMAL,14.43,24.12,14.00
src-ahu-0092-005,2026-01-15T09:32:00Z,ahu-a-f03-west,ON,NORMAL,14.47,23.99,14.00
src-ahu-0092-006,2026-01-15T09:32:00Z,ahu-a-f04-east,ON,NORMAL,14.36,24.19,14.00
src-ahu-0092-007,2026-01-15T09:32:00Z,ahu-a-f04-west,ON,NORMAL,14.28,24.23,14.00
src-ahu-0092-008,2026-01-15T09:32:00Z,ahu-b-f01-east,ON,NORMAL,14.32,23.74,14.00
src-ahu-0092-009,2026-01-15T09:32:00Z,ahu-b-f01-west,ON,NORMAL,14.14,23.81,14.00
src-ahu-0092-010,2026-01-15T09:32:00Z,ahu-b-f02-east,ON,NORMAL,14.22,24.10,14.00
src-ahu-0092-011,2026-01-15T09:32:00Z,ahu-b-f02-west,ON,NORMAL,14.27,24.26,14.00
src-ahu-0092-012,2026-01-15T09:32:00Z,ahu-b-f03-east,ON,NORMAL,14.07,24.63,14.00
src-ahu-0092-013,2026-01-15T09:32:00Z,ahu-b-f03-west,ON,NORMAL,14.00,24.65,14.00
src-ahu-0092-014,2026-01-15T09:32:00Z,ahu-b-f04-east,ON,NORMAL,13.91,25.23,14.00
src-ahu-0092-015,2026-01-15T09:32:00Z,ahu-b-f04-west,ON,NORMAL,14.02,25.26,14.00
src-ahu-0092-016,2026-01-15T09:32:00Z,ahu-c-f01-east,ON,NORMAL,13.97,25.33,14.00
src-ahu-0092-017,2026-01-15T09:32:00Z,ahu-c-f01-west,ON,NORMAL,13.88,25.52,14.00
src-ahu-0092-018,2026-01-15T09:32:00Z,ahu-c-f02-east,ON,NORMAL,13.75,25.91,14.00
src-ahu-0092-019,2026-01-15T09:32:00Z,ahu-c-f02-west,ON,NORMAL,13.70,25.92,14.00
src-ahu-0092-020,2026-01-15T09:32:00Z,ahu-c-f03-east,ON,NORMAL,13.60,26.25,14.00
src-ahu-0092-021,2026-01-15T09:32:00Z,ahu-c-f03-west,ON,NORMAL,13.63,26.15,14.00
src-ahu-0092-022,2026-01-15T09:32:00Z,ahu-c-f04-east,ON,NORMAL,13.57,26.46,14.00
src-ahu-0092-023,2026-01-15T09:32:00Z,ahu-c-f04-west,ON,NORMAL,13.75,26.22,14.00
src-ahu-0093-000,2026-01-15T09:33:00Z,ahu-a-f01-east,ON,NORMAL,14.19,24.43,14.00
src-ahu-0093-001,2026-01-15T09:33:00Z,ahu-a-f01-west,ON,NORMAL,14.37,24.20,14.00
src-ahu-0093-002,2026-01-15T09:33:00Z,ahu-a-f02-east,ON,NORMAL,14.27,24.15,14.00
src-ahu-0093-003,2026-01-15T09:33:00Z,ahu-a-f02-west,ON,NORMAL,14.37,24.02,14.00
src-ahu-0093-004,2026-01-15T09:33:00Z,ahu-a-f03-east,ON,NORMAL,14.42,24.18,14.00
src-ahu-0093-005,2026-01-15T09:33:00Z,ahu-a-f03-west,ON,NORMAL,14.32,24.09,14.00
src-ahu-0093-006,2026-01-15T09:33:00Z,ahu-a-f04-east,ON,NORMAL,14.43,24.24,14.00
src-ahu-0093-007,2026-01-15T09:33:00Z,ahu-a-f04-west,ON,NORMAL,14.23,24.18,14.00
src-ahu-0093-008,2026-01-15T09:33:00Z,ahu-b-f01-east,ON,NORMAL,14.35,23.71,14.00
src-ahu-0093-009,2026-01-15T09:33:00Z,ahu-b-f01-west,ON,NORMAL,14.31,23.75,14.00
src-ahu-0093-010,2026-01-15T09:33:00Z,ahu-b-f02-east,ON,NORMAL,14.15,24.13,14.00
src-ahu-0093-011,2026-01-15T09:33:00Z,ahu-b-f02-west,ON,NORMAL,14.07,24.28,14.00
src-ahu-0093-012,2026-01-15T09:33:00Z,ahu-b-f03-east,ON,NORMAL,14.11,24.52,14.00
src-ahu-0093-013,2026-01-15T09:33:00Z,ahu-b-f03-west,ON,NORMAL,14.05,24.76,14.00
src-ahu-0093-014,2026-01-15T09:33:00Z,ahu-b-f04-east,ON,NORMAL,14.00,25.17,14.00
src-ahu-0093-015,2026-01-15T09:33:00Z,ahu-b-f04-west,ON,NORMAL,13.81,25.40,14.00
src-ahu-0093-016,2026-01-15T09:33:00Z,ahu-c-f01-east,ON,NORMAL,13.87,25.34,14.00
src-ahu-0093-017,2026-01-15T09:33:00Z,ahu-c-f01-west,ON,NORMAL,13.73,25.59,14.00
src-ahu-0093-018,2026-01-15T09:33:00Z,ahu-c-f02-east,ON,NORMAL,13.67,25.81,14.00
src-ahu-0093-019,2026-01-15T09:33:00Z,ahu-c-f02-west,ON,NORMAL,13.77,25.84,14.00
src-ahu-0093-020,2026-01-15T09:33:00Z,ahu-c-f03-east,ON,NORMAL,13.65,26.22,14.00
src-ahu-0093-021,2026-01-15T09:33:00Z,ahu-c-f03-west,ON,NORMAL,13.55,26.16,14.00
src-ahu-0093-022,2026-01-15T09:33:00Z,ahu-c-f04-east,ON,NORMAL,13.74,26.32,14.00
src-ahu-0093-023,2026-01-15T09:33:00Z,ahu-c-f04-west,ON,NORMAL,13.67,26.16,14.00
src-ahu-0094-000,2026-01-15T09:34:00Z,ahu-a-f01-east,ON,NORMAL,14.31,24.39,14.00
src-ahu-0094-001,2026-01-15T09:34:00Z,ahu-a-f01-west,ON,NORMAL,14.29,24.19,14.00
src-ahu-0094-002,2026-01-15T09:34:00Z,ahu-a-f02-east,ON,NORMAL,14.24,24.23,14.00
src-ahu-0094-003,2026-01-15T09:34:00Z,ahu-a-f02-west,ON,NORMAL,14.39,24.02,14.00
src-ahu-0094-004,2026-01-15T09:34:00Z,ahu-a-f03-east,ON,NORMAL,14.35,24.08,14.00
src-ahu-0094-005,2026-01-15T09:34:00Z,ahu-a-f03-west,ON,NORMAL,14.36,23.94,14.00
src-ahu-0094-006,2026-01-15T09:34:00Z,ahu-a-f04-east,ON,NORMAL,14.28,24.25,14.00
src-ahu-0094-007,2026-01-15T09:34:00Z,ahu-a-f04-west,ON,NORMAL,14.31,24.21,14.00
src-ahu-0094-008,2026-01-15T09:34:00Z,ahu-b-f01-east,ON,NORMAL,14.30,23.75,14.00
src-ahu-0094-009,2026-01-15T09:34:00Z,ahu-b-f01-west,ON,NORMAL,14.28,23.76,14.00
src-ahu-0094-010,2026-01-15T09:34:00Z,ahu-b-f02-east,ON,NORMAL,14.12,24.12,14.00
src-ahu-0094-011,2026-01-15T09:34:00Z,ahu-b-f02-west,ON,NORMAL,14.04,24.25,14.00
src-ahu-0094-012,2026-01-15T09:34:00Z,ahu-b-f03-east,ON,NORMAL,14.14,24.52,14.00
src-ahu-0094-013,2026-01-15T09:34:00Z,ahu-b-f03-west,ON,NORMAL,14.04,24.82,14.00
src-ahu-0094-014,2026-01-15T09:34:00Z,ahu-b-f04-east,ON,NORMAL,13.94,25.21,14.00
src-ahu-0094-015,2026-01-15T09:34:00Z,ahu-b-f04-west,ON,NORMAL,13.87,25.43,14.00
src-ahu-0094-016,2026-01-15T09:34:00Z,ahu-c-f01-east,ON,NORMAL,13.85,25.39,14.00
src-ahu-0094-017,2026-01-15T09:34:00Z,ahu-c-f01-west,ON,NORMAL,13.70,25.64,14.00
src-ahu-0094-018,2026-01-15T09:34:00Z,ahu-c-f02-east,ON,NORMAL,13.74,25.86,14.00
src-ahu-0094-019,2026-01-15T09:34:00Z,ahu-c-f02-west,ON,NORMAL,13.75,25.93,14.00
src-ahu-0094-020,2026-01-15T09:34:00Z,ahu-c-f03-east,ON,NORMAL,13.71,26.18,14.00
src-ahu-0094-021,2026-01-15T09:34:00Z,ahu-c-f03-west,ON,NORMAL,13.59,26.19,14.00
src-ahu-0094-022,2026-01-15T09:34:00Z,ahu-c-f04-east,ON,NORMAL,13.58,26.30,14.00
src-ahu-0094-023,2026-01-15T09:34:00Z,ahu-c-f04-west,ON,NORMAL,13.72,26.22,14.00
src-ahu-0095-000,2026-01-15T09:35:00Z,ahu-a-f01-east,ON,NORMAL,14.34,24.30,14.00
src-ahu-0095-001,2026-01-15T09:35:00Z,ahu-a-f01-west,ON,NORMAL,14.42,24.16,14.00
src-ahu-0095-002,2026-01-15T09:35:00Z,ahu-a-f02-east,ON,NORMAL,14.44,24.11,14.00
src-ahu-0095-003,2026-01-15T09:35:00Z,ahu-a-f02-west,ON,NORMAL,14.44,24.01,14.00
src-ahu-0095-004,2026-01-15T09:35:00Z,ahu-a-f03-east,ON,NORMAL,14.29,24.12,14.00
src-ahu-0095-005,2026-01-15T09:35:00Z,ahu-a-f03-west,ON,NORMAL,14.42,24.00,14.00
src-ahu-0095-006,2026-01-15T09:35:00Z,ahu-a-f04-east,ON,NORMAL,14.29,24.16,14.00
src-ahu-0095-007,2026-01-15T09:35:00Z,ahu-a-f04-west,ON,NORMAL,14.30,24.22,14.00
src-ahu-0095-008,2026-01-15T09:35:00Z,ahu-b-f01-east,ON,NORMAL,14.30,23.66,14.00
src-ahu-0095-009,2026-01-15T09:35:00Z,ahu-b-f01-west,ON,NORMAL,14.26,23.82,14.00
src-ahu-0095-010,2026-01-15T09:35:00Z,ahu-b-f02-east,ON,NORMAL,14.07,24.11,14.00
src-ahu-0095-011,2026-01-15T09:35:00Z,ahu-b-f02-west,ON,NORMAL,14.07,24.26,14.00
src-ahu-0095-012,2026-01-15T09:35:00Z,ahu-b-f03-east,ON,NORMAL,13.97,24.74,14.00
src-ahu-0095-013,2026-01-15T09:35:00Z,ahu-b-f03-west,ON,NORMAL,13.86,24.90,14.00
src-ahu-0095-014,2026-01-15T09:35:00Z,ahu-b-f04-east,ON,NORMAL,13.98,25.26,14.00
src-ahu-0095-015,2026-01-15T09:35:00Z,ahu-b-f04-west,ON,NORMAL,13.87,25.42,14.00
src-ahu-0095-016,2026-01-15T09:35:00Z,ahu-c-f01-east,ON,NORMAL,13.89,25.40,14.00
src-ahu-0095-017,2026-01-15T09:35:00Z,ahu-c-f01-west,ON,NORMAL,13.73,25.61,14.00
src-ahu-0095-018,2026-01-15T09:35:00Z,ahu-c-f02-east,ON,NORMAL,13.70,25.87,14.00
src-ahu-0095-019,2026-01-15T09:35:00Z,ahu-c-f02-west,ON,NORMAL,13.71,26.03,14.00
src-ahu-0095-020,2026-01-15T09:35:00Z,ahu-c-f03-east,ON,NORMAL,13.55,26.09,14.00
src-ahu-0095-021,2026-01-15T09:35:00Z,ahu-c-f03-west,ON,NORMAL,13.73,26.16,14.00
src-ahu-0095-022,2026-01-15T09:35:00Z,ahu-c-f04-east,ON,NORMAL,13.55,26.23,14.00
src-ahu-0095-023,2026-01-15T09:35:00Z,ahu-c-f04-west,ON,NORMAL,13.58,26.13,14.00
src-ahu-0096-000,2026-01-15T09:36:00Z,ahu-a-f01-east,ON,NORMAL,14.23,24.32,14.00
src-ahu-0096-001,2026-01-15T09:36:00Z,ahu-a-f01-west,ON,NORMAL,14.45,24.12,14.00
src-ahu-0096-002,2026-01-15T09:36:00Z,ahu-a-f02-east,ON,NORMAL,14.31,24.09,14.00
src-ahu-0096-003,2026-01-15T09:36:00Z,ahu-a-f02-west,ON,NORMAL,14.30,24.04,14.00
src-ahu-0096-004,2026-01-15T09:36:00Z,ahu-a-f03-east,ON,NORMAL,14.45,24.03,14.00
src-ahu-0096-005,2026-01-15T09:36:00Z,ahu-a-f03-west,ON,NORMAL,14.42,23.95,14.00
src-ahu-0096-006,2026-01-15T09:36:00Z,ahu-a-f04-east,ON,NORMAL,14.33,24.23,14.00
src-ahu-0096-007,2026-01-15T09:36:00Z,ahu-a-f04-west,ON,NORMAL,14.18,24.23,14.00
src-ahu-0096-008,2026-01-15T09:36:00Z,ahu-b-f01-east,ON,NORMAL,14.23,23.71,14.00
src-ahu-0096-009,2026-01-15T09:36:00Z,ahu-b-f01-west,ON,NORMAL,14.26,23.86,14.00
src-ahu-0096-010,2026-01-15T09:36:00Z,ahu-b-f02-east,ON,NORMAL,14.13,24.18,14.00
src-ahu-0096-011,2026-01-15T09:36:00Z,ahu-b-f02-west,ON,NORMAL,13.95,24.34,14.00
src-ahu-0096-012,2026-01-15T09:36:00Z,ahu-b-f03-east,ON,NORMAL,13.95,24.73,14.00
src-ahu-0096-013,2026-01-15T09:36:00Z,ahu-b-f03-west,ON,NORMAL,13.90,24.95,14.00
src-ahu-0096-014,2026-01-15T09:36:00Z,ahu-b-f04-east,ON,NORMAL,13.78,25.22,14.00
src-ahu-0096-015,2026-01-15T09:36:00Z,ahu-b-f04-west,ON,NORMAL,13.84,25.38,14.00
src-ahu-0096-016,2026-01-15T09:36:00Z,ahu-c-f01-east,ON,NORMAL,13.77,25.55,14.00
src-ahu-0096-017,2026-01-15T09:36:00Z,ahu-c-f01-west,ON,NORMAL,13.65,25.63,14.00
src-ahu-0096-018,2026-01-15T09:36:00Z,ahu-c-f02-east,ON,NORMAL,13.74,25.87,14.00
src-ahu-0096-019,2026-01-15T09:36:00Z,ahu-c-f02-west,ON,NORMAL,13.70,25.87,14.00
src-ahu-0096-020,2026-01-15T09:36:00Z,ahu-c-f03-east,ON,NORMAL,13.65,26.20,14.00
src-ahu-0096-021,2026-01-15T09:36:00Z,ahu-c-f03-west,ON,NORMAL,13.61,26.25,14.00
src-ahu-0096-022,2026-01-15T09:36:00Z,ahu-c-f04-east,ON,NORMAL,13.72,26.37,14.00
src-ahu-0096-023,2026-01-15T09:36:00Z,ahu-c-f04-west,ON,NORMAL,13.66,26.25,14.00
src-ahu-0097-000,2026-01-15T09:37:00Z,ahu-a-f01-east,ON,NORMAL,14.41,24.24,14.00
src-ahu-0097-001,2026-01-15T09:37:00Z,ahu-a-f01-west,ON,NORMAL,14.26,24.17,14.00
src-ahu-0097-002,2026-01-15T09:37:00Z,ahu-a-f02-east,ON,NORMAL,14.23,24.11,14.00
src-ahu-0097-003,2026-01-15T09:37:00Z,ahu-a-f02-west,ON,NORMAL,14.41,24.00,14.00
src-ahu-0097-004,2026-01-15T09:37:00Z,ahu-a-f03-east,ON,NORMAL,14.39,24.04,14.00
src-ahu-0097-005,2026-01-15T09:37:00Z,ahu-a-f03-west,ON,NORMAL,14.38,23.94,14.00
src-ahu-0097-006,2026-01-15T09:37:00Z,ahu-a-f04-east,ON,NORMAL,14.33,24.20,14.00
src-ahu-0097-007,2026-01-15T09:37:00Z,ahu-a-f04-west,ON,NORMAL,14.33,24.23,14.00
src-ahu-0097-008,2026-01-15T09:37:00Z,ahu-b-f01-east,ON,NORMAL,14.23,23.71,14.00
src-ahu-0097-009,2026-01-15T09:37:00Z,ahu-b-f01-west,ON,NORMAL,14.06,23.86,14.00
src-ahu-0097-010,2026-01-15T09:37:00Z,ahu-b-f02-east,ON,NORMAL,14.20,24.17,14.00
src-ahu-0097-011,2026-01-15T09:37:00Z,ahu-b-f02-west,ON,NORMAL,14.14,24.36,14.00
src-ahu-0097-012,2026-01-15T09:37:00Z,ahu-b-f03-east,ON,NORMAL,14.05,24.82,14.00
src-ahu-0097-013,2026-01-15T09:37:00Z,ahu-b-f03-west,ON,NORMAL,13.92,24.93,14.00
src-ahu-0097-014,2026-01-15T09:37:00Z,ahu-b-f04-east,ON,NORMAL,13.94,25.28,14.00
src-ahu-0097-015,2026-01-15T09:37:00Z,ahu-b-f04-west,ON,NORMAL,13.77,25.49,14.00
src-ahu-0097-016,2026-01-15T09:37:00Z,ahu-c-f01-east,ON,NORMAL,13.83,25.47,14.00
src-ahu-0097-017,2026-01-15T09:37:00Z,ahu-c-f01-west,ON,NORMAL,13.68,25.61,14.00
src-ahu-0097-018,2026-01-15T09:37:00Z,ahu-c-f02-east,ON,NORMAL,13.61,25.92,14.00
src-ahu-0097-019,2026-01-15T09:37:00Z,ahu-c-f02-west,ON,NORMAL,13.59,25.89,14.00
src-ahu-0097-020,2026-01-15T09:37:00Z,ahu-c-f03-east,ON,NORMAL,13.68,26.16,14.00
src-ahu-0097-021,2026-01-15T09:37:00Z,ahu-c-f03-west,ON,NORMAL,13.77,26.23,14.00
src-ahu-0097-022,2026-01-15T09:37:00Z,ahu-c-f04-east,ON,NORMAL,13.57,26.37,14.00
src-ahu-0097-023,2026-01-15T09:37:00Z,ahu-c-f04-west,ON,NORMAL,13.66,26.19,14.00
src-ahu-0098-000,2026-01-15T09:38:00Z,ahu-a-f01-east,ON,NORMAL,14.44,24.28,14.00
src-ahu-0098-001,2026-01-15T09:38:00Z,ahu-a-f01-west,ON,NORMAL,14.37,24.09,14.00
src-ahu-0098-002,2026-01-15T09:38:00Z,ahu-a-f02-east,ON,NORMAL,14.42,24.12,14.00
src-ahu-0098-003,2026-01-15T09:38:00Z,ahu-a-f02-west,ON,NORMAL,14.25,23.95,14.00
src-ahu-0098-004,2026-01-15T09:38:00Z,ahu-a-f03-east,ON,NORMAL,14.29,24.12,14.00
src-ahu-0098-005,2026-01-15T09:38:00Z,ahu-a-f03-west,ON,NORMAL,14.30,24.03,14.00
src-ahu-0098-006,2026-01-15T09:38:00Z,ahu-a-f04-east,ON,NORMAL,14.27,24.18,14.00
src-ahu-0098-007,2026-01-15T09:38:00Z,ahu-a-f04-west,ON,NORMAL,14.24,24.21,14.00
src-ahu-0098-008,2026-01-15T09:38:00Z,ahu-b-f01-east,ON,NORMAL,14.18,23.71,14.00
src-ahu-0098-009,2026-01-15T09:38:00Z,ahu-b-f01-west,ON,NORMAL,14.14,23.88,14.00
src-ahu-0098-010,2026-01-15T09:38:00Z,ahu-b-f02-east,ON,NORMAL,14.12,24.23,14.00
src-ahu-0098-011,2026-01-15T09:38:00Z,ahu-b-f02-west,ON,NORMAL,14.09,24.38,14.00
src-ahu-0098-012,2026-01-15T09:38:00Z,ahu-b-f03-east,ON,NORMAL,13.94,24.77,14.00
src-ahu-0098-013,2026-01-15T09:38:00Z,ahu-b-f03-west,ON,NORMAL,13.80,24.92,14.00
src-ahu-0098-014,2026-01-15T09:38:00Z,ahu-b-f04-east,ON,NORMAL,13.80,25.33,14.00
src-ahu-0098-015,2026-01-15T09:38:00Z,ahu-b-f04-west,ON,NORMAL,13.88,25.57,14.00
src-ahu-0098-016,2026-01-15T09:38:00Z,ahu-c-f01-east,ON,NORMAL,13.86,25.60,14.00
src-ahu-0098-017,2026-01-15T09:38:00Z,ahu-c-f01-west,ON,NORMAL,13.61,25.59,14.00
src-ahu-0098-018,2026-01-15T09:38:00Z,ahu-c-f02-east,ON,NORMAL,13.76,25.91,14.00
src-ahu-0098-019,2026-01-15T09:38:00Z,ahu-c-f02-west,ON,NORMAL,13.67,26.05,14.00
src-ahu-0098-020,2026-01-15T09:38:00Z,ahu-c-f03-east,ON,NORMAL,13.56,26.17,14.00
src-ahu-0098-021,2026-01-15T09:38:00Z,ahu-c-f03-west,ON,NORMAL,13.56,26.14,14.00
src-ahu-0098-022,2026-01-15T09:38:00Z,ahu-c-f04-east,ON,NORMAL,13.77,26.28,14.00
src-ahu-0098-023,2026-01-15T09:38:00Z,ahu-c-f04-west,ON,NORMAL,13.76,26.23,14.00
src-ahu-0099-000,2026-01-15T09:39:00Z,ahu-a-f01-east,ON,NORMAL,14.37,24.21,14.00
src-ahu-0099-001,2026-01-15T09:39:00Z,ahu-a-f01-west,ON,NORMAL,14.31,24.07,14.00
src-ahu-0099-002,2026-01-15T09:39:00Z,ahu-a-f02-east,ON,NORMAL,14.34,24.14,14.00
src-ahu-0099-003,2026-01-15T09:39:00Z,ahu-a-f02-west,ON,NORMAL,14.23,23.91,14.00
src-ahu-0099-004,2026-01-15T09:39:00Z,ahu-a-f03-east,ON,NORMAL,14.35,24.08,14.00
src-ahu-0099-005,2026-01-15T09:39:00Z,ahu-a-f03-west,ON,NORMAL,14.27,24.06,14.00
src-ahu-0099-006,2026-01-15T09:39:00Z,ahu-a-f04-east,ON,NORMAL,14.34,24.26,14.00
src-ahu-0099-007,2026-01-15T09:39:00Z,ahu-a-f04-west,ON,NORMAL,14.27,24.22,14.00
src-ahu-0099-008,2026-01-15T09:39:00Z,ahu-b-f01-east,ON,NORMAL,14.16,23.75,14.00
src-ahu-0099-009,2026-01-15T09:39:00Z,ahu-b-f01-west,ON,NORMAL,13.98,23.90,14.00
src-ahu-0099-010,2026-01-15T09:39:00Z,ahu-b-f02-east,ON,NORMAL,14.04,24.19,14.00
src-ahu-0099-011,2026-01-15T09:39:00Z,ahu-b-f02-west,ON,NORMAL,13.88,24.41,14.00
src-ahu-0099-012,2026-01-15T09:39:00Z,ahu-b-f03-east,ON,NORMAL,14.02,24.77,14.00
src-ahu-0099-013,2026-01-15T09:39:00Z,ahu-b-f03-west,ON,NORMAL,13.90,24.96,14.00
src-ahu-0099-014,2026-01-15T09:39:00Z,ahu-b-f04-east,ON,NORMAL,13.83,25.34,14.00
src-ahu-0099-015,2026-01-15T09:39:00Z,ahu-b-f04-west,ON,NORMAL,13.85,25.54,14.00
src-ahu-0099-016,2026-01-15T09:39:00Z,ahu-c-f01-east,ON,NORMAL,13.69,25.50,14.00
src-ahu-0099-017,2026-01-15T09:39:00Z,ahu-c-f01-west,ON,NORMAL,13.58,25.69,14.00
src-ahu-0099-018,2026-01-15T09:39:00Z,ahu-c-f02-east,ON,NORMAL,13.71,26.05,14.00
src-ahu-0099-019,2026-01-15T09:39:00Z,ahu-c-f02-west,ON,NORMAL,13.75,25.95,14.00
src-ahu-0099-020,2026-01-15T09:39:00Z,ahu-c-f03-east,ON,NORMAL,13.55,26.20,14.00
src-ahu-0099-021,2026-01-15T09:39:00Z,ahu-c-f03-west,ON,NORMAL,13.70,26.20,14.00
src-ahu-0099-022,2026-01-15T09:39:00Z,ahu-c-f04-east,ON,NORMAL,13.68,26.23,14.00
src-ahu-0099-023,2026-01-15T09:39:00Z,ahu-c-f04-west,ON,NORMAL,13.80,26.17,14.00
src-ahu-0100-000,2026-01-15T09:40:00Z,ahu-a-f01-east,ON,NORMAL,14.23,24.10,14.00
src-ahu-0100-001,2026-01-15T09:40:00Z,ahu-a-f01-west,ON,NORMAL,14.29,24.00,14.00
src-ahu-0100-001,2026-01-15T09:40:00Z,ahu-a-f01-west,ON,NORMAL,14.29,24.00,14.00
src-ahu-0100-002,2026-01-15T09:40:00Z,ahu-a-f02-east,ON,NORMAL,14.28,24.00,14.00
src-ahu-0100-003,2026-01-15T09:40:00Z,ahu-a-f02-west,ON,NORMAL,14.26,23.83,14.00
src-ahu-0100-004,2026-01-15T09:40:00Z,ahu-a-f03-east,ON,NORMAL,14.28,24.04,14.00
src-ahu-0100-005,2026-01-15T09:40:00Z,ahu-a-f03-west,ON,NORMAL,14.39,23.96,14.00
src-ahu-0100-006,2026-01-15T09:40:00Z,ahu-a-f04-east,ON,NORMAL,14.33,24.14,14.00
src-ahu-0100-007,2026-01-15T09:40:00Z,ahu-a-f04-west,ON,NORMAL,14.14,24.23,14.00
src-ahu-0100-008,2026-01-15T09:40:00Z,ahu-b-f01-east,ON,NORMAL,14.09,23.81,14.00
src-ahu-0100-009,2026-01-15T09:40:00Z,ahu-b-f01-west,ON,NORMAL,14.18,23.92,14.00
src-ahu-0100-010,2026-01-15T09:40:00Z,ahu-b-f02-east,ON,NORMAL,13.97,24.27,14.00
