source_record_id,observed_at,meter_id,active_power_kw,cumulative_energy_kwh
src-meter-0098-004,2026-01-15T09:38:00Z,meter-b-f01,17.50,12028.673
src-meter-0098-005,2026-01-15T09:38:00Z,meter-b-f02,18.38,12531.057
src-meter-0098-006,2026-01-15T09:38:00Z,meter-b-f03,19.03,13033.139
src-meter-0098-007,2026-01-15T09:38:00Z,meter-b-f04,20.05,13535.033
src-meter-0098-008,2026-01-15T09:38:00Z,meter-c-f01,11.94,14022.525
src-meter-0098-009,2026-01-15T09:38:00Z,meter-c-f02,12.66,14524.053
src-meter-0098-010,2026-01-15T09:38:00Z,meter-c-f03,14.04,15025.603
src-meter-0098-011,2026-01-15T09:38:00Z,meter-c-f04,15.40,15527.099
src-meter-0099-000,2026-01-15T09:39:00Z,meter-a-f01,15.54,10023.549
src-meter-0099-001,2026-01-15T09:39:00Z,meter-a-f02,16.85,10526.700
src-meter-0099-002,2026-01-15T09:39:00Z,meter-a-f03,18.50,11029.660
src-meter-0099-003,2026-01-15T09:39:00Z,meter-a-f04,19.81,11532.417
src-meter-0099-004,2026-01-15T09:39:00Z,meter-b-f01,16.91,12028.955
src-meter-0099-005,2026-01-15T09:39:00Z,meter-b-f02,18.26,12531.361
src-meter-0099-006,2026-01-15T09:39:00Z,meter-b-f03,18.88,13033.454
src-meter-0099-007,2026-01-15T09:39:00Z,meter-b-f04,20.02,13535.367
src-meter-0099-008,2026-01-15T09:39:00Z,meter-c-f01,12.39,14022.731
src-meter-0099-009,2026-01-15T09:39:00Z,meter-c-f02,13.14,14524.272
src-meter-0099-010,2026-01-15T09:39:00Z,meter-c-f03,13.86,15025.834
src-meter-0099-011,2026-01-15T09:39:00Z,meter-c-f04,15.64,15527.360
src-meter-0100-000,2026-01-15T09:40:00Z,meter-a-f01,15.19,10023.803
src-meter-0100-001,2026-01-15T09:40:00Z,meter-a-f02,16.77,10526.979
src-meter-0100-002,2026-01-15T09:40:00Z,meter-a-f03,18.20,11029.964
src-meter-0100-003,2026-01-15T09:40:00Z,meter-a-f04,19.70,11532.745
src-meter-0100-004,2026-01-15T09:40:00Z,meter-b-f01,17.10,12029.240
src-meter-0100-005,2026-01-15T09:40:00Z,meter-b-f02,17.90,12531.660
src-meter-0100-006,2026-01-15T09:40:00Z,meter-b-f03,18.77,13033.767
src-meter-0100-007,2026-01-15T09:40:00Z,meter-b-f04,19.73,13535.696
src-meter-0100-008,2026-01-15T09:40:00Z,meter-c-f01,12.32,14022.937
src-meter-0100-009,2026-01-15T09:40:00Z,meter-c-f02,13.13,14524.490
src-meter-0100-010,2026-01-15T09:40:00Z,meter-c-f03,14.50,15026.075
src-meter-0100-011,2026-01-15T09:40:00Z,meter-c-f04,15.26,15527.614
src-meter-0101-000,2026-01-15T09:41:00Z,meter-a-f01,15.36,10024.059
src-meter-0101-001,2026-01-15T09:41:00Z,meter-a-f02,16.88,10527.261
src-meter-0101-002,2026-01-15T09:41:00Z,meter-a-f03,18.32,11030.269
src-meter-0101-003,2026-01-15T09:41:00Z,meter-a-f04,19.43,11533.069
src-meter-0101-004,2026-01-15T09:41:00Z,meter-b-f01,17.33,12029.529
src-meter-0101-005,2026-01-15T09:41:00Z,meter-b-f02,18.32,12531.965
src-meter-0101-006,2026-01-15T09:41:00Z,meter-b-f03,18.78,13034.080
src-meter-0101-007,2026-01-15T09:41:00Z,meter-b-f04,19.84,13536.027
src-meter-0101-008,2026-01-15T09:41:00Z,meter-c-f01,12.36,14023.143
src-meter-0101-009,2026-01-15T09:41:00Z,meter-c-f02,12.49,14524.699
src-meter-0101-010,2026-01-15T09:41:00Z,meter-c-f03,14.03,15026.309
src-meter-0101-011,2026-01-15T09:41:00Z,meter-c-f04,15.49,15527.873
src-meter-0102-000,2026-01-15T09:42:00Z,meter-a-f01,15.60,10024.319
src-meter-0102-001,2026-01-15T09:42:00Z,meter-a-f02,16.94,10527.543
src-meter-0102-002,2026-01-15T09:42:00Z,meter-a-f03,18.64,11030.580
src-meter-0102-003,2026-01-15T09:42:00Z,meter-a-f04,19.62,11533.396
src-meter-0102-004,2026-01-15T09:42:00Z,meter-b-f01,17.41,12029.819
src-meter-0102-005,2026-01-15T09:42:00Z,meter-b-f02,18.08,12532.266
src-meter-0102-006,2026-01-15T09:42:00Z,meter-b-f03,19.25,13034.400
src-meter-0102-007,2026-01-15T09:42:00Z,meter-b-f04,19.64,13536.354
src-meter-0102-008,2026-01-15T09:42:00Z,meter-c-f01,11.68,14023.337
src-meter-0102-009,2026-01-15T09:42:00Z,meter-c-f02,12.70,14524.910
src-meter-0102-010,2026-01-15T09:42:00Z,meter-c-f03,14.03,15026.543
src-meter-0102-011,2026-01-15T09:42:00Z,meter-c-f04,15.42,15528.130
src-meter-0103-000,2026-01-15T09:43:00Z,meter-a-f01,15.24,10024.573
src-meter-0103-001,2026-01-15T09:43:00Z,meter-a-f02,17.21,10527.830
src-meter-0103-002,2026-01-15T09:43:00Z,meter-a-f03,18.47,11030.887
src-meter-0103-003,2026-01-15T09:43:00Z,meter-a-f04,19.59,11533.722
src-meter-0103-004,2026-01-15T09:43:00Z,meter-b-f01,17.25,12030.106
src-meter-0103-005,2026-01-15T09:43:00Z,meter-b-f02,18.09,12532.568
src-meter-0103-006,2026-01-15T09:43:00Z,meter-b-f03,18.86,13034.715
src-meter-0103-007,2026-01-15T09:43:00Z,meter-b-f04,19.85,13536.685
src-meter-0103-008,2026-01-15T09:43:00Z,meter-c-f01,11.81,14023.534
src-meter-0103-009,2026-01-15T09:43:00Z,meter-c-f02,12.59,14525.120
src-meter-0103-010,2026-01-15T09:43:00Z,meter-c-f03,14.19,15026.779
src-meter-0103-011,2026-01-15T09:43:00Z,meter-c-f04,15.37,15528.386
src-meter-0104-000,2026-01-15T09:44:00Z,meter-a-f01,15.58,10024.832
src-meter-0104-001,2026-01-15T09:44:00Z,meter-a-f02,16.73,10528.109
src-meter-0104-002,2026-01-15T09:44:00Z,meter-a-f03,18.25,11031.192
src-meter-0104-003,2026-01-15T09:44:00Z,meter-a-f04,19.28,11534.044
src-meter-0104-004,2026-01-15T09:44:00Z,meter-b-f01,17.14,12030.392
src-meter-0104-005,2026-01-15T09:44:00Z,meter-b-f02,17.79,12532.864
src-meter-0104-006,2026-01-15T09:44:00Z,meter-b-f03,18.74,13035.027
src-meter-0104-007,2026-01-15T09:44:00Z,meter-b-f04,19.64,13537.012
src-meter-0104-008,2026-01-15T09:44:00Z,meter-c-f01,12.26,14023.738
src-meter-0104-009,2026-01-15T09:44:00Z,meter-c-f02,12.83,14525.334
src-meter-0104-010,2026-01-15T09:44:00Z,meter-c-f03,13.94,15027.012
src-meter-0104-011,2026-01-15T09:44:00Z,meter-c-f04,15.31,15528.641
src-meter-0105-000,2026-01-15T09:45:00Z,meter-a-f01,15.72,10025.095
src-meter-0105-001,2026-01-15T09:45:00Z,meter-a-f02,16.65,10528.386
src-meter-0105-002,2026-01-15T09:45:00Z,meter-a-f03,18.28,11031.496
src-meter-0105-003,2026-01-15T09:45:00Z,meter-a-f04,19.28,11534.365
src-meter-0105-004,2026-01-15T09:45:00Z,meter-b-f01,17.05,12030.676
src-meter-0105-005,2026-01-15T09:45:00Z,meter-b-f02,17.95,12533.163
src-meter-0105-006,2026-01-15T09:45:00Z,meter-b-f03,18.59,13035.337
src-meter-0105-007,2026-01-15T09:45:00Z,meter-b-f04,20.07,13537.346
src-meter-0105-008,2026-01-15T09:45:00Z,meter-c-f01,11.73,14023.934
src-meter-0105-009,2026-01-15T09:45:00Z,meter-c-f02,12.62,14525.544
src-meter-0105-010,2026-01-15T09:45:00Z,meter-c-f03,13.88,15027.243
src-meter-0105-011,2026-01-15T09:45:00Z,meter-c-f04,15.92,15528.906
src-meter-0106-000,2026-01-15T09:46:00Z,meter-a-f01,15.85,10025.359
src-meter-0106-001,2026-01-15T09:46:00Z,meter-a-f02,16.84,10528.667
src-meter-0106-002,2026-01-15T09:46:00Z,meter-a-f03,18.20,11031.800
src-meter-0106-003,2026-01-15T09:46:00Z,meter-a-f04,19.24,11534.685
src-meter-0106-004,2026-01-15T09:46:00Z,meter-b-f01,17.03,12030.960
src-meter-0106-005,2026-01-15T09:46:00Z,meter-b-f02,17.68,12533.458
src-meter-0106-006,2026-01-15T09:46:00Z,meter-b-f03,19.21,13035.657
src-meter-0106-007,2026-01-15T09:46:00Z,meter-b-f04,19.49,13537.671
src-meter-0106-008,2026-01-15T09:46:00Z,meter-c-f01,11.71,14024.129
src-meter-0106-009,2026-01-15T09:46:00Z,meter-c-f02,13.07,14525.762
src-meter-0106-010,2026-01-15T09:46:00Z,meter-c-f03,14.27,15027.481
src-meter-0106-011,2026-01-15T09:46:00Z,meter-c-f04,15.45,15529.164
src-meter-0107-000,2026-01-15T09:47:00Z,meter-a-f01,15.52,10025.617
src-meter-0107-001,2026-01-15T09:47:00Z,meter-a-f02,16.97,10528.950
src-meter-0107-002,2026-01-15T09:47:00Z,meter-a-f03,18.49,11032.108
src-meter-0107-003,2026-01-15T09:47:00Z,meter-a-f04,19.29,11535.007
src-meter-0107-004,2026-01-15T09:47:00Z,meter-b-f01,16.69,12031.238
src-meter-0107-005,2026-01-15T09:47:00Z,meter-b-f02,17.77,12533.754
src-meter-0107-006,2026-01-15T09:47:00Z,meter-b-f03,19.15,13035.976
src-meter-0107-007,2026-01-15T09:47:00Z,meter-b-f04,19.67,13537.999
src-meter-0107-008,2026-01-15T09:47:00Z,meter-c-f01,12.11,14024.331
src-meter-0107-009,2026-01-15T09:47:00Z,meter-c-f02,12.93,14525.978
src-meter-0107-010,2026-01-15T09:47:00Z,meter-c-f03,14.55,15027.723
src-meter-0107-011,2026-01-15T09:47:00Z,meter-c-f04,15.42,15529.421
src-meter-0108-000,2026-01-15T09:48:00Z,meter-a-f01,15.59,10025.877
src-meter-0108-001,2026-01-15T09:48:00Z,meter-a-f02,16.98,10529.233
src-meter-0108-002,2026-01-15T09:48:00Z,meter-a-f03,18.14,11032.410
src-meter-0108-003,2026-01-15T09:48:00Z,meter-a-f04,19.87,11535.338
src-meter-0108-004,2026-01-15T09:48:00Z,meter-b-f01,16.78,12031.518
src-meter-0108-005,2026-01-15T09:48:00Z,meter-b-f02,18.15,12534.057
src-meter-0108-006,2026-01-15T09:48:00Z,meter-b-f03,18.92,13036.292
src-meter-0108-007,2026-01-15T09:48:00Z,meter-b-f04,19.75,13538.328
src-meter-0108-008,2026-01-15T09:48:00Z,meter-c-f01,11.82,14024.528
src-meter-0108-009,2026-01-15T09:48:00Z,meter-c-f02,13.04,14526.195
src-meter-0108-010,2026-01-15T09:48:00Z,meter-c-f03,14.05,15027.957
src-meter-0108-011,2026-01-15T09:48:00Z,meter-c-f04,15.51,15529.679
src-meter-0109-000,2026-01-15T09:49:00Z,meter-a-f01,15.81,10026.140
src-meter-0109-001,2026-01-15T09:49:00Z,meter-a-f02,16.72,10529.511
src-meter-0109-002,2026-01-15T09:49:00Z,meter-a-f03,18.56,11032.720
src-meter-0109-003,2026-01-15T09:49:00Z,meter-a-f04,19.54,11535.664
src-meter-0109-004,2026-01-15T09:49:00Z,meter-b-f01,16.81,12031.798
src-meter-0109-005,2026-01-15T09:49:00Z,meter-b-f02,18.00,12534.357
src-meter-0109-006,2026-01-15T09:49:00Z,meter-b-f03,18.60,13036.602
src-meter-0109-007,2026-01-15T09:49:00Z,meter-b-f04,19.69,13538.656
src-meter-0109-008,2026-01-15T09:49:00Z,meter-c-f01,11.89,14024.726
src-meter-0109-009,2026-01-15T09:49:00Z,meter-c-f02,12.85,14526.409
src-meter-0109-010,2026-01-15T09:49:00Z,meter-c-f03,13.96,15028.190
src-meter-0109-011,2026-01-15T09:49:00Z,meter-c-f04,15.44,15529.937
src-meter-0110-000,2026-01-15T09:50:00Z,meter-a-f01,15.21,10026.394
src-meter-0110-001,2026-01-15T09:50:00Z,meter-a-f02,17.16,10529.797
src-meter-0110-002,2026-01-15T09:50:00Z,meter-a-f03,18.26,11033.024
src-meter-0110-003,2026-01-15T09:50:00Z,meter-a-f04,19.41,11535.987
src-meter-0110-004,2026-01-15T09:50:00Z,meter-b-f01,17.24,12032.085
src-meter-0110-005,2026-01-15T09:50:00Z,meter-b-f02,17.83,12534.654
src-meter-0110-006,2026-01-15T09:50:00Z,meter-b-f03,18.54,13036.911
src-meter-0110-007,2026-01-15T09:50:00Z,meter-b-f04,19.61,13538.983
src-meter-0110-008,2026-01-15T09:50:00Z,meter-c-f01,11.36,14024.915
src-meter-0110-009,2026-01-15T09:50:00Z,meter-c-f02,12.88,14526.624
src-meter-0110-010,2026-01-15T09:50:00Z,meter-c-f03,13.97,15028.423
src-meter-0110-011,2026-01-15T09:50:00Z,meter-c-f04,15.92,15530.202
src-meter-0111-000,2026-01-15T09:51:00Z,meter-a-f01,15.77,10026.657
src-meter-0111-001,2026-01-15T09:51:00Z,meter-a-f02,17.13,10530.083
src-meter-0111-002,2026-01-15T09:51:00Z,meter-a-f03,17.98,11033.324
src-meter-0111-003,2026-01-15T09:51:00Z,meter-a-f04,19.39,11536.310
src-meter-0111-004,2026-01-15T09:51:00Z,meter-b-f01,17.18,12032.372
src-meter-0111-005,2026-01-15T09:51:00Z,meter-b-f02,18.07,12534.955
src-meter-0111-006,2026-01-15T09:51:00Z,meter-b-f03,19.02,13037.228
src-meter-0111-007,2026-01-15T09:51:00Z,meter-b-f04,19.22,13539.303
src-meter-0111-008,2026-01-15T09:51:00Z,meter-c-f01,11.57,14025.108
src-meter-0111-009,2026-01-15T09:51:00Z,meter-c-f02,13.09,14526.842
src-meter-0111-010,2026-01-15T09:51:00Z,meter-c-f03,13.90,15028.655
src-meter-0111-011,2026-01-15T09:51:00Z,meter-c-f04,15.31,15530.457
src-meter-0112-000,2026-01-15T09:52:00Z,meter-a-f01,15.46,10026.915
src-meter-0112-001,2026-01-15T09:52:00Z,meter-a-f02,17.02,10530.366
src-meter-0112-002,2026-01-15T09:52:00Z,meter-a-f03,18.46,11033.631
src-meter-0112-003,2026-01-15T09:52:00Z,meter-a-f04,19.80,11536.640
src-meter-0112-004,2026-01-15T09:52:00Z,meter-b-f01,16.59,12032.648
src-meter-0112-005,2026-01-15T09:52:00Z,meter-b-f02,17.83,12535.252
src-meter-0112-006,2026-01-15T09:52:00Z,meter-b-f03,18.40,13037.534
src-meter-0112-007,2026-01-15T09:52:00Z,meter-b-f04,19.16,13539.623
src-meter-0112-008,2026-01-15T09:52:00Z,meter-c-f01,11.27,14025.296
src-meter-0112-009,2026-01-15T09:52:00Z,meter-c-f02,12.82,14527.056
src-meter-0112-010,2026-01-15T09:52:00Z,meter-c-f03,14.24,15028.892
src-meter-0112-011,2026-01-15T09:52:00Z,meter-c-f04,15.47,15530.715
src-meter-0113-000,2026-01-15T09:53:00Z,meter-a-f01,15.25,10027.169
src-meter-0113-001,2026-01-15T09:53:00Z,meter-a-f02,17.11,10530.651
src-meter-0113-002,2026-01-15T09:53:00Z,meter-a-f03,18.24,11033.935
src-meter-0113-003,2026-01-15T09:53:00Z,meter-a-f04,19.58,11536.967
src-meter-0113-004,2026-01-15T09:53:00Z,meter-b-f01,16.70,12032.927
src-meter-0113-005,2026-01-15T09:53:00Z,meter-b-f02,17.72,12535.548
src-meter-0113-006,2026-01-15T09:53:00Z,meter-b-f03,18.37,13037.840
src-meter-0113-007,2026-01-15T09:53:00Z,meter-b-f04,19.54,13539.948
src-meter-0113-008,2026-01-15T09:53:00Z,meter-c-f01,11.23,14025.483
src-meter-0113-009,2026-01-15T09:53:00Z,meter-c-f02,12.99,14527.272
src-meter-0113-010,2026-01-15T09:53:00Z,meter-c-f03,13.85,15029.123
src-meter-0113-011,2026-01-15T09:53:00Z,meter-c-f04,15.36,15530.971
src-meter-0114-000,2026-01-15T09:54:00Z,meter-a-f01,15.42,10027.426
src-meter-0114-001,2026-01-15T09:54:00Z,meter-a-f02,17.31,10530.940
src-meter-0114-002,2026-01-15T09:54:00Z,meter-a-f03,18.35,11034.241
src-meter-0114-003,2026-01-15T09:54:00Z,meter-a-f04,19.65,11537.294
src-meter-0114-004,2026-01-15T09:54:00Z,meter-b-f01,16.85,12033.207
src-meter-0114-005,2026-01-15T09:54:00Z,meter-b-f02,18.12,12535.850
src-meter-0114-006,2026-01-15T09:54:00Z,meter-b-f03,18.92,13038.156
src-meter-0114-007,2026-01-15T09:54:00Z,meter-b-f04,19.43,13540.272
src-meter-0114-008,2026-01-15T09:54:00Z,meter-c-f01,11.56,14025.676
src-meter-0114-009,2026-01-15T09:54:00Z,meter-c-f02,12.67,14527.483
src-meter-0114-010,2026-01-15T09:54:00Z,meter-c-f03,13.86,15029.354
src-meter-0114-011,2026-01-15T09:54:00Z,meter-c-f04,15.37,15531.227
src-meter-0115-000,2026-01-15T09:55:00Z,meter-a-f01,15.39,10027.682
src-meter-0115-001,2026-01-15T09:55:00Z,meter-a-f02,17.09,10531.225
src-meter-0115-002,2026-01-15T09:55:00Z,meter-a-f03,18.23,11034.545
src-meter-0115-003,2026-01-15T09:55:00Z,meter-a-f04,19.73,11537.623
src-meter-0115-004,2026-01-15T09:55:00Z,meter-b-f01,17.09,12033.492
src-meter-0115-005,2026-01-15T09:55:00Z,meter-b-f02,17.88,12536.148
src-meter-0115-006,2026-01-15T09:55:00Z,meter-b-f03,18.72,13038.468
src-meter-0115-007,2026-01-15T09:55:00Z,meter-b-f04,19.59,13540.599
src-meter-0115-008,2026-01-15T09:55:00Z,meter-c-f01,11.78,14025.872
src-meter-0115-009,2026-01-15T09:55:00Z,meter-c-f02,12.87,14527.698
src-meter-0115-010,2026-01-15T09:55:00Z,meter-c-f03,14.21,15029.591
src-meter-0115-011,2026-01-15T09:55:00Z,meter-c-f04,15.58,15531.487
src-meter-0116-000,2026-01-15T09:56:00Z,meter-a-f01,15.45,10027.940
src-meter-0116-001,2026-01-15T09:56:00Z,meter-a-f02,17.13,10531.510
src-meter-0116-002,2026-01-15T09:56:00Z,meter-a-f03,18.41,11034.852
src-meter-0116-003,2026-01-15T09:56:00Z,meter-a-f04,19.30,11537.945
src-meter-0116-004,2026-01-15T09:56:00Z,meter-b-f01,16.76,12033.772
src-meter-0116-005,2026-01-15T09:56:00Z,meter-b-f02,17.78,12536.444
src-meter-0116-006,2026-01-15T09:56:00Z,meter-b-f03,18.77,13038.781
src-meter-0116-007,2026-01-15T09:56:00Z,meter-b-f04,19.15,13540.918
src-meter-0116-008,2026-01-15T09:56:00Z,meter-c-f01,11.47,14026.063
src-meter-0116-009,2026-01-15T09:56:00Z,meter-c-f02,12.63,14527.908
src-meter-0116-010,2026-01-15T09:56:00Z,meter-c-f03,13.94,15029.823
src-meter-0116-011,2026-01-15T09:56:00Z,meter-c-f04,15.28,15531.742
src-meter-0117-000,2026-01-15T09:57:00Z,meter-a-f01,15.46,10028.197
src-meter-0117-001,2026-01-15T09:57:00Z,meter-a-f02,16.75,10531.789
src-meter-0117-002,2026-01-15T09:57:00Z,meter-a-f03,18.00,11035.152
src-meter-0117-003,2026-01-15T09:57:00Z,meter-a-f04,19.10,11538.263
src-meter-0117-004,2026-01-15T09:57:00Z,meter-b-f01,16.48,12034.046
src-meter-0117-005,2026-01-15T09:57:00Z,meter-b-f02,17.46,12536.735
src-meter-0117-006,2026-01-15T09:57:00Z,meter-b-f03,18.69,13039.092
src-meter-0117-007,2026-01-15T09:57:00Z,meter-b-f04,19.09,13541.236
src-meter-0117-008,2026-01-15T09:57:00Z,meter-c-f01,11.33,14026.252
src-meter-0117-009,2026-01-15T09:57:00Z,meter-c-f02,13.13,14528.127
src-meter-0117-010,2026-01-15T09:57:00Z,meter-c-f03,14.47,15030.064
src-meter-0117-011,2026-01-15T09:57:00Z,meter-c-f04,15.79,15532.005
src-meter-0118-000,2026-01-15T09:58:00Z,meter-a-f01,15.93,10028.463
src-meter-0118-001,2026-01-15T09:58:00Z,meter-a-f02,16.69,10532.068
src-meter-0118-002,2026-01-15T09:58:00Z,meter-a-f03,18.54,11035.460
src-meter-0118-003,2026-01-15T09:58:00Z,meter-a-f04,19.48,11538.588
src-meter-0118-004,2026-01-15T09:58:00Z,meter-b-f01,16.73,12034.325
src-meter-0118-005,2026-01-15T09:58:00Z,meter-b-f02,17.89,12537.033
src-meter-0118-006,2026-01-15T09:58:00Z,meter-b-f03,18.58,13039.402
src-meter-0118-007,2026-01-15T09:58:00Z,meter-b-f04,19.52,13541.561
src-meter-0118-008,2026-01-15T09:58:00Z,meter-c-f01,11.21,14026.439
src-meter-0118-009,2026-01-15T09:58:00Z,meter-c-f02,12.63,14528.338
src-meter-0118-010,2026-01-15T09:58:00Z,meter-c-f03,14.53,15030.306
src-meter-0118-011,2026-01-15T09:58:00Z,meter-c-f04,15.43,15532.262
src-meter-0119-000,2026-01-15T09:59:00Z,meter-a-f01,15.56,10028.722
src-meter-0119-001,2026-01-15T09:59:00Z,meter-a-f02,17.32,10532.356
src-meter-0119-002,2026-01-15T09:59:00Z,meter-a-f03,18.13,11035.763
src-meter-0119-003,2026-01-15T09:59:00Z,meter-a-f04,19.12,11538.906
src-meter-0119-004,2026-01-15T09:59:00Z,meter-b-f01,16.58,12034.601
src-meter-0119-005,2026-01-15T09:59:00Z,meter-b-f02,17.54,12537.325
src-meter-0119-006,2026-01-15T09:59:00Z,meter-b-f03,18.24,13039.706
src-meter-0119-007,2026-01-15T09:59:00Z,meter-b-f04,19.19,13541.881
src-meter-0119-008,2026-01-15T09:59:00Z,meter-c-f01,11.62,14026.633
src-meter-0119-009,2026-01-15T09:59:00Z,meter-c-f02,12.91,14528.553
src-meter-0119-010,2026-01-15T09:59:00Z,meter-c-f03,14.04,15030.540
src-meter-0119-011,2026-01-15T09:59:00Z,meter-c-f04,15.75,15532.525
src-meter-0120-000,2026-01-15T10:00:00Z,meter-a-f01,15.32,10028.977
src-meter-0120-001,2026-01-15T10:00:00Z,meter-a-f02,17.21,10532.643
src-meter-0120-002,2026-01-15T10:00:00Z,meter-a-f03,18.28,11036.067
src-meter-0120-003,2026-01-15T10:00:00Z,meter-a-f04,19.14,11539.225
src-meter-0120-004,2026-01-15T10:00:00Z,meter-b-f01,16.76,12034.880
src-meter-0120-005,2026-01-15T10:00:00Z,meter-b-f02,17.34,12537.614
src-meter-0120-006,2026-01-15T10:00:00Z,meter-b-f03,18.35,13040.012
src-meter-0120-007,2026-01-15T10:00:00Z,meter-b-f04,19.29,13542.203
src-meter-0120-008,2026-01-15T10:00:00Z,meter-c-f01,11.17,14026.819
src-meter-0120-009,2026-01-15T10:00:00Z,meter-c-f02,12.86,14528.767
src-meter-0120-010,2026-01-15T10:00:00Z,meter-c-f03,14.50,15030.782
src-meter-0120-011,2026-01-15T10:00:00Z,meter-c-f04,15.48,15532.783
src-meter-0121-000,2026-01-15T10:01:00Z,meter-a-f01,15.85,10029.242
src-meter-0121-001,2026-01-15T10:01:00Z,meter-a-f02,17.17,10532.929
src-meter-0121-002,2026-01-15T10:01:00Z,meter-a-f03,18.39,11036.374
src-meter-0121-003,2026-01-15T10:01:00Z,meter-a-f04,19.37,11539.548
src-meter-0121-004,2026-01-15T10:01:00Z,meter-b-f01,16.56,12035.157
src-meter-0121-005,2026-01-15T10:01:00Z,meter-b-f02,17.63,12537.908
src-meter-0121-006,2026-01-15T10:01:00Z,meter-b-f03,18.27,13040.316
src-meter-0121-007,2026-01-15T10:01:00Z,meter-b-f04,19.20,13542.523
src-meter-0121-008,2026-01-15T10:01:00Z,meter-c-f01,11.66,14027.013
src-meter-0121-009,2026-01-15T10:01:00Z,meter-c-f02,12.80,14528.981
src-meter-0121-010,2026-01-15T10:01:00Z,meter-c-f03,14.25,15031.020
src-meter-0121-011,2026-01-15T10:01:00Z,meter-c-f04,15.40,15533.039
src-meter-0122-000,2026-01-15T10:02:00Z,meter-a-f01,15.82,10029.505
src-meter-0122-001,2026-01-15T10:02:00Z,meter-a-f02,16.66,10533.207
src-meter-0122-002,2026-01-15T10:02:00Z,meter-a-f03,18.00,11036.674
src-meter-0122-003,2026-01-15T10:02:00Z,meter-a-f04,18.96,11539.864
src-meter-0122-004,2026-01-15T10:02:00Z,meter-b-f01,16.80,12035.436
src-meter-0122-005,2026-01-15T10:02:00Z,meter-b-f02,17.84,12538.206
src-meter-0122-006,2026-01-15T10:02:00Z,meter-b-f03,18.06,13040.617
src-meter-0122-007,2026-01-15T10:02:00Z,meter-b-f04,19.34,13542.845
src-meter-0122-008,2026-01-15T10:02:00Z,meter-c-f01,11.74,14027.209
src-meter-0122-009,2026-01-15T10:02:00Z,meter-c-f02,12.96,14529.197
src-meter-0122-010,2026-01-15T10:02:00Z,meter-c-f03,14.30,15031.258
src-meter-0122-011,2026-01-15T10:02:00Z,meter-c-f04,15.66,15533.301
src-meter-0123-000,2026-01-15T10:03:00Z,meter-a-f01,15.43,10029.763
src-meter-0123-001,2026-01-15T10:03:00Z,meter-a-f02,16.79,10533.487
src-meter-0123-002,2026-01-15T10:03:00Z,meter-a-f03,18.09,11036.975
src-meter-0123-003,2026-01-15T10:03:00Z,meter-a-f04,19.51,11540.190
src-meter-0123-004,2026-01-15T10:03:00Z,meter-b-f01,16.66,12035.714
src-meter-0123-005,2026-01-15T10:03:00Z,meter-b-f02,17.54,12538.498
src-meter-0123-006,2026-01-15T10:03:00Z,meter-b-f03,18.59,13040.927
src-meter-0123-007,2026-01-15T10:03:00Z,meter-b-f04,19.19,13543.165
src-meter-0123-008,2026-01-15T10:03:00Z,meter-c-f01,11.61,14027.402
src-meter-0123-009,2026-01-15T10:03:00Z,meter-c-f02,12.95,14529.413
src-meter-0123-010,2026-01-15T10:03:00Z,meter-c-f03,14.16,15031.494
src-meter-0123-011,2026-01-15T10:03:00Z,meter-c-f04,15.48,15533.559
src-meter-0124-000,2026-01-15T10:04:00Z,meter-a-f01,15.69,10030.024
src-meter-0124-001,2026-01-15T10:04:00Z,meter-a-f02,17.01,10533.770
src-meter-0124-002,2026-01-15T10:04:00Z,meter-a-f03,18.49,11037.283
src-meter-0124-003,2026-01-15T10:04:00Z,meter-a-f04,19.00,11540.506
src-meter-0124-004,2026-01-15T10:04:00Z,meter-b-f01,16.85,12035.995
src-meter-0124-005,2026-01-15T10:04:00Z,meter-b-f02,17.44,12538.789
src-meter-0124-006,2026-01-15T10:04:00Z,meter-b-f03,18.52,13041.236
src-meter-0124-007,2026-01-15T10:04:00Z,meter-b-f04,18.81,13543.479
src-meter-0124-008,2026-01-15T10:04:00Z,meter-c-f01,11.46,14027.593
src-meter-0124-009,2026-01-15T10:04:00Z,meter-c-f02,12.58,14529.622
src-meter-0124-010,2026-01-15T10:04:00Z,meter-c-f03,13.85,15031.725
src-meter-0124-011,2026-01-15T10:04:00Z,meter-c-f04,15.33,15533.814
src-meter-0125-000,2026-01-15T10:05:00Z,meter-a-f01,15.38,10030.280
src-meter-0125-001,2026-01-15T10:05:00Z,meter-a-f02,16.92,10534.052
src-meter-0125-002,2026-01-15T10:05:00Z,meter-a-f03,17.86,11037.581
src-meter-0125-003,2026-01-15T10:05:00Z,meter-a-f04,18.90,11540.821
src-meter-0125-004,2026-01-15T10:05:00Z,meter-b-f01,16.44,12036.269
src-meter-0125-005,2026-01-15T10:05:00Z,meter-b-f02,17.63,12539.082
src-meter-0125-006,2026-01-15T10:05:00Z,meter-b-f03,18.46,13041.543
src-meter-0125-007,2026-01-15T10:05:00Z,meter-b-f04,18.78,13543.792
src-meter-0125-008,2026-01-15T10:05:00Z,meter-c-f01,11.65,14027.787
src-meter-0125-009,2026-01-15T10:05:00Z,meter-c-f02,12.80,14529.836
src-meter-0125-010,2026-01-15T10:05:00Z,meter-c-f03,14.16,15031.961
src-meter-0125-011,2026-01-15T10:05:00Z,meter-c-f04,15.79,15534.077
