source_record_id,observed_at,device_id,room_temperature_c,relative_humidity_pct,co2_ppm
src-iaq-0035-010,2026-01-15T08:35:00Z,iaq-a-f03-west-r01,25.16,50.5,917.5
src-iaq-0035-011,2026-01-15T08:35:00Z,iaq-a-f03-west-r02,25.12,49.4,939.1
src-iaq-0035-012,2026-01-15T08:35:00Z,iaq-a-f04-east-r01,25.22,49.6,935.6
src-iaq-0035-013,2026-01-15T08:35:00Z,iaq-a-f04-east-r02,25.21,48.9,930.9
src-iaq-0035-014,2026-01-15T08:35:00Z,iaq-a-f04-west-r01,24.99,49.3,908.2
src-iaq-0035-015,2026-01-15T08:35:00Z,iaq-a-f04-west-r02,24.91,49.0,913.4
src-iaq-0035-016,2026-01-15T08:35:00Z,iaq-b-f01-east-r01,24.22,48.0,849.1
src-iaq-0035-017,2026-01-15T08:35:00Z,iaq-b-f01-east-r02,24.28,48.6,846.2
src-iaq-0035-018,2026-01-15T08:35:00Z,iaq-b-f01-west-r01,24.18,48.4,838.0
src-iaq-0035-019,2026-01-15T08:35:00Z,iaq-b-f01-west-r02,24.05,48.5,815.2
src-iaq-0035-020,2026-01-15T08:35:00Z,iaq-b-f02-east-r01,24.05,48.6,776.4
src-iaq-0035-021,2026-01-15T08:35:00Z,iaq-b-f02-east-r02,24.12,48.6,751.1
src-iaq-0035-022,2026-01-15T08:35:00Z,iaq-b-f02-west-r01,23.94,47.7,729.7
src-iaq-0035-023,2026-01-15T08:35:00Z,iaq-b-f02-west-r02,23.74,48.4,716.9
src-iaq-0035-024,2026-01-15T08:35:00Z,iaq-b-f03-east-r01,23.94,48.5,665.8
src-iaq-0035-025,2026-01-15T08:35:00Z,iaq-b-f03-east-r02,23.84,49.1,699.0
src-iaq-0035-026,2026-01-15T08:35:00Z,iaq-b-f03-west-r01,23.92,49.4,670.7
src-iaq-0035-027,2026-01-15T08:35:00Z,iaq-b-f03-west-r02,23.77,49.3,710.3
src-iaq-0035-028,2026-01-15T08:35:00Z,iaq-b-f04-east-r01,24.01,49.1,650.6
src-iaq-0035-029,2026-01-15T08:35:00Z,iaq-b-f04-east-r02,23.88,49.8,706.1
src-iaq-0035-030,2026-01-15T08:35:00Z,iaq-b-f04-west-r01,23.93,49.9,681.9
src-iaq-0035-031,2026-01-15T08:35:00Z,iaq-b-f04-west-r02,23.84,50.3,710.6
src-iaq-0035-032,2026-01-15T08:35:00Z,iaq-c-f01-east-r01,23.64,51.4,657.3
src-iaq-0035-033,2026-01-15T08:35:00Z,iaq-c-f01-east-r02,23.68,51.1,671.5
src-iaq-0035-034,2026-01-15T08:35:00Z,iaq-c-f01-west-r01,23.81,51.7,679.8
src-iaq-0035-035,2026-01-15T08:35:00Z,iaq-c-f01-west-r02,23.71,52.1,704.4
src-iaq-0035-036,2026-01-15T08:35:00Z,iaq-c-f02-east-r01,23.90,52.3,659.8
src-iaq-0035-037,2026-01-15T08:35:00Z,iaq-c-f02-east-r02,24.12,53.5,683.6
src-iaq-0035-038,2026-01-15T08:35:00Z,iaq-c-f02-west-r01,24.00,53.8,670.9
src-iaq-0035-039,2026-01-15T08:35:00Z,iaq-c-f02-west-r02,24.02,54.3,686.4
src-iaq-0035-040,2026-01-15T08:35:00Z,iaq-c-f03-east-r01,24.40,54.3,688.2
src-iaq-0035-041,2026-01-15T08:35:00Z,iaq-c-f03-east-r02,24.46,55.1,673.0
src-iaq-0035-042,2026-01-15T08:35:00Z,iaq-c-f03-west-r01,24.59,55.6,679.4
src-iaq-0035-043,2026-01-15T08:35:00Z,iaq-c-f03-west-r02,24.57,55.2,671.6
src-iaq-0035-044,2026-01-15T08:35:00Z,iaq-c-f04-east-r01,24.86,55.5,687.0
src-iaq-0035-045,2026-01-15T08:35:00Z,iaq-c-f04-east-r02,25.11,55.6,681.3
src-iaq-0035-046,2026-01-15T08:35:00Z,iaq-c-f04-west-r01,25.16,55.7,681.5
src-iaq-0035-047,2026-01-15T08:35:00Z,iaq-c-f04-west-r02,25.20,55.8,696.3
src-iaq-0036-000,2026-01-15T08:36:00Z,iaq-a-f01-east-r01,24.94,54.8,809.4
src-iaq-0036-001,2026-01-15T08:36:00Z,iaq-a-f01-east-r02,25.12,53.3,865.0
src-iaq-0036-002,2026-01-15T08:36:00Z,iaq-a-f01-west-r01,25.11,53.9,844.6
src-iaq-0036-003,2026-01-15T08:36:00Z,iaq-a-f01-west-r02,25.07,52.7,888.9
src-iaq-0036-004,2026-01-15T08:36:00Z,iaq-a-f02-east-r01,25.35,52.5,898.6
src-iaq-0036-005,2026-01-15T08:36:00Z,iaq-a-f02-east-r02,25.35,52.1,943.2
src-iaq-0036-006,2026-01-15T08:36:00Z,iaq-a-f02-west-r01,25.12,52.1,921.1
src-iaq-0036-007,2026-01-15T08:36:00Z,iaq-a-f02-west-r02,25.24,51.0,958.3
src-iaq-0036-008,2026-01-15T08:36:00Z,iaq-a-f03-east-r01,25.28,50.9,941.0
src-iaq-0036-009,2026-01-15T08:36:00Z,iaq-a-f03-east-r02,25.18,50.6,970.8
src-iaq-0036-010,2026-01-15T08:36:00Z,iaq-a-f03-west-r01,25.24,49.9,943.4
src-iaq-0036-011,2026-01-15T08:36:00Z,iaq-a-f03-west-r02,25.13,50.1,965.7
src-iaq-0036-012,2026-01-15T08:36:00Z,iaq-a-f04-east-r01,25.14,49.5,911.2
src-iaq-0036-013,2026-01-15T08:36:00Z,iaq-a-f04-east-r02,25.06,49.3,941.8
src-iaq-0036-014,2026-01-15T08:36:00Z,iaq-a-f04-west-r01,24.97,48.9,889.3
src-iaq-0036-015,2026-01-15T08:36:00Z,iaq-a-f04-west-r02,24.90,49.0,919.7
src-iaq-0036-016,2026-01-15T08:36:00Z,iaq-b-f01-east-r01,24.37,48.2,876.8
src-iaq-0036-017,2026-01-15T08:36:00Z,iaq-b-f01-east-r02,24.20,48.1,865.5
src-iaq-0036-018,2026-01-15T08:36:00Z,iaq-b-f01-west-r01,23.98,47.8,827.4
src-iaq-0036-019,2026-01-15T08:36:00Z,iaq-b-f01-west-r02,23.91,47.8,793.7
src-iaq-0036-020,2026-01-15T08:36:00Z,iaq-b-f02-east-r01,24.01,48.5,771.0
src-iaq-0036-021,2026-01-15T08:36:00Z,iaq-b-f02-east-r02,23.95,48.5,765.6
src-iaq-0036-022,2026-01-15T08:36:00Z,iaq-b-f02-west-r01,23.91,48.4,709.7
src-iaq-0036-023,2026-01-15T08:36:00Z,iaq-b-f02-west-r02,23.77,48.4,704.3
src-iaq-0036-024,2026-01-15T08:36:00Z,iaq-b-f03-east-r01,23.98,48.8,671.6
src-iaq-0036-025,2026-01-15T08:36:00Z,iaq-b-f03-east-r02,23.81,48.4,693.0
src-iaq-0036-026,2026-01-15T08:36:00Z,iaq-b-f03-west-r01,23.79,49.2,659.8
src-iaq-0036-027,2026-01-15T08:36:00Z,iaq-b-f03-west-r02,23.82,49.7,694.4
src-iaq-0036-028,2026-01-15T08:36:00Z,iaq-b-f04-east-r01,23.88,49.8,677.0
src-iaq-0036-029,2026-01-15T08:36:00Z,iaq-b-f04-east-r02,23.96,50.0,690.3
src-iaq-0036-030,2026-01-15T08:36:00Z,iaq-b-f04-west-r01,23.82,50.5,683.7
src-iaq-0036-031,2026-01-15T08:36:00Z,iaq-b-f04-west-r02,23.83,50.2,691.5
src-iaq-0036-032,2026-01-15T08:36:00Z,iaq-c-f01-east-r01,23.67,51.7,656.4
src-iaq-0036-033,2026-01-15T08:36:00Z,iaq-c-f01-east-r02,23.75,51.5,688.0
src-iaq-0036-034,2026-01-15T08:36:00Z,iaq-c-f01-west-r01,23.80,51.7,682.8
src-iaq-0036-035,2026-01-15T08:36:00Z,iaq-c-f01-west-r02,23.76,51.9,710.1
src-iaq-0036-036,2026-01-15T08:36:00Z,iaq-c-f02-east-r01,24.03,52.5,691.2
src-iaq-0036-037,2026-01-15T08:36:00Z,iaq-c-f02-east-r02,23.99,53.8,683.7
src-iaq-0036-038,2026-01-15T08:36:00Z,iaq-c-f02-west-r01,24.12,53.3,679.7
src-iaq-0036-039,2026-01-15T08:36:00Z,iaq-c-f02-west-r02,24.10,54.2,675.9
src-iaq-0036-040,2026-01-15T08:36:00Z,iaq-c-f03-east-r01,24.53,54.7,663.4
src-iaq-0036-041,2026-01-15T08:36:00Z,iaq-c-f03-east-r02,24.58,54.4,680.6
src-iaq-0036-042,2026-01-15T08:36:00Z,iaq-c-f03-west-r01,24.56,54.7,669.7
src-iaq-0036-043,2026-01-15T08:36:00Z,iaq-c-f03-west-r02,24.71,55.1,671.6
src-iaq-0036-044,2026-01-15T08:36:00Z,iaq-c-f04-east-r01,24.87,55.7,665.9
src-iaq-0036-045,2026-01-15T08:36:00Z,iaq-c-f04-east-r02,25.04,55.8,687.1
src-iaq-0036-046,2026-01-15T08:36:00Z,iaq-c-f04-west-r01,25.21,56.4,690.3
src-iaq-0036-047,2026-01-15T08:36:00Z,iaq-c-f04-west-r02,25.25,56.0,711.7
src-iaq-0037-000,2026-01-15T08:37:00Z,iaq-a-f01-east-r01,25.08,53.6,832.0
src-iaq-0037-001,2026-01-15T08:37:00Z,iaq-a-f01-east-r02,25.06,54.1,874.2
src-iaq-0037-002,2026-01-15T08:37:00Z,iaq-a-f01-west-r01,25.14,53.9,868.3
src-iaq-0037-003,2026-01-15T08:37:00Z,iaq-a-f01-west-r02,25.10,52.8,878.2
src-iaq-0037-004,2026-01-15T08:37:00Z,iaq-a-f02-east-r01,25.28,52.7,903.1
src-iaq-0037-005,2026-01-15T08:37:00Z,iaq-a-f02-east-r02,25.31,52.5,942.9
src-iaq-0037-006,2026-01-15T08:37:00Z,iaq-a-f02-west-r01,25.15,51.1,898.5
src-iaq-0037-007,2026-01-15T08:37:00Z,iaq-a-f02-west-r02,25.16,51.7,939.6
src-iaq-0037-008,2026-01-15T08:37:00Z,iaq-a-f03-east-r01,25.31,50.3,921.4
src-iaq-0037-009,2026-01-15T08:37:00Z,iaq-a-f03-east-r02,25.19,50.4,967.1
src-iaq-0037-010,2026-01-15T08:37:00Z,iaq-a-f03-west-r01,25.05,50.1,906.5
src-iaq-0037-011,2026-01-15T08:37:00Z,iaq-a-f03-west-r02,25.04,49.1,947.7
src-iaq-0037-012,2026-01-15T08:37:00Z,iaq-a-f04-east-r01,25.27,48.8,906.9
src-iaq-0037-013,2026-01-15T08:37:00Z,iaq-a-f04-east-r02,25.18,48.9,942.5
src-iaq-0037-014,2026-01-15T08:37:00Z,iaq-a-f04-west-r01,24.96,48.3,909.5
src-iaq-0037-015,2026-01-15T08:37:00Z,iaq-a-f04-west-r02,24.89,48.0,888.3
src-iaq-0037-016,2026-01-15T08:37:00Z,iaq-b-f01-east-r01,24.34,48.0,843.9
src-iaq-0037-017,2026-01-15T08:37:00Z,iaq-b-f01-east-r02,24.15,47.8,862.3
src-iaq-0037-018,2026-01-15T08:37:00Z,iaq-b-f01-west-r01,24.00,47.6,819.7
src-iaq-0037-019,2026-01-15T08:37:00Z,iaq-b-f01-west-r02,24.08,48.5,792.4
src-iaq-0037-020,2026-01-15T08:37:00Z,iaq-b-f02-east-r01,24.15,47.7,752.5
src-iaq-0037-021,2026-01-15T08:37:00Z,iaq-b-f02-east-r02,24.02,48.5,752.4
src-iaq-0037-022,2026-01-15T08:37:00Z,iaq-b-f02-west-r01,23.97,48.3,693.0
src-iaq-0037-023,2026-01-15T08:37:00Z,iaq-b-f02-west-r02,23.72,48.1,713.5
src-iaq-0037-024,2026-01-15T08:37:00Z,iaq-b-f03-east-r01,23.90,48.6,653.1
src-iaq-0037-025,2026-01-15T08:37:00Z,iaq-b-f03-east-r02,23.77,49.0,671.5
src-iaq-0037-026,2026-01-15T08:37:00Z,iaq-b-f03-west-r01,23.78,48.8,680.7
src-iaq-0037-027,2026-01-15T08:37:00Z,iaq-b-f03-west-r02,23.64,49.5,670.2
src-iaq-0037-028,2026-01-15T08:37:00Z,iaq-b-f04-east-r01,23.83,49.4,677.3
src-iaq-0037-029,2026-01-15T08:37:00Z,iaq-b-f04-east-r02,23.83,50.2,684.4
src-iaq-0037-030,2026-01-15T08:37:00Z,iaq-b-f04-west-r01,23.91,50.2,691.3
src-iaq-0037-031,2026-01-15T08:37:00Z,iaq-b-f04-west-r02,23.90,51.4,676.1
src-iaq-0037-032,2026-01-15T08:37:00Z,iaq-c-f01-east-r01,23.65,51.3,672.3
src-iaq-0037-033,2026-01-15T08:37:00Z,iaq-c-f01-east-r02,23.65,51.6,675.9
src-iaq-0037-034,2026-01-15T08:37:00Z,iaq-c-f01-west-r01,23.75,52.6,680.1
src-iaq-0037-035,2026-01-15T08:37:00Z,iaq-c-f01-west-r02,23.75,52.6,694.3
src-iaq-0037-036,2026-01-15T08:37:00Z,iaq-c-f02-east-r01,24.03,52.5,662.9
src-iaq-0037-037,2026-01-15T08:37:00Z,iaq-c-f02-east-r02,24.11,53.8,702.8
src-iaq-0037-038,2026-01-15T08:37:00Z,iaq-c-f02-west-r01,24.10,54.0,664.3
src-iaq-0037-039,2026-01-15T08:37:00Z,iaq-c-f02-west-r02,24.26,54.8,673.6
src-iaq-0037-040,2026-01-15T08:37:00Z,iaq-c-f03-east-r01,24.56,55.2,679.9
src-iaq-0037-041,2026-01-15T08:37:00Z,iaq-c-f03-east-r02,24.51,54.7,697.4
src-iaq-0037-042,2026-01-15T08:37:00Z,iaq-c-f03-west-r01,24.53,55.4,662.7
src-iaq-0037-043,2026-01-15T08:37:00Z,iaq-c-f03-west-r02,24.80,55.1,702.3
src-iaq-0037-044,2026-01-15T08:37:00Z,iaq-c-f04-east-r01,25.09,55.4,669.6
src-iaq-0037-045,2026-01-15T08:37:00Z,iaq-c-f04-east-r02,25.00,55.3,693.5
src-iaq-0037-046,2026-01-15T08:37:00Z,iaq-c-f04-west-r01,25.08,55.4,668.9
src-iaq-0037-047,2026-01-15T08:37:00Z,iaq-c-f04-west-r02,25.30,56.5,704.2
src-iaq-0038-000,2026-01-15T08:38:00Z,iaq-a-f01-east-r01,24.99,54.1,842.8
src-iaq-0038-001,2026-01-15T08:38:00Z,iaq-a-f01-east-r02,24.97,53.8,844.3
src-iaq-0038-002,2026-01-15T08:38:00Z,iaq-a-f01-west-r01,25.16,52.7,853.3
src-iaq-0038-003,2026-01-15T08:38:00Z,iaq-a-f01-west-r02,25.15,52.8,903.4
src-iaq-0038-004,2026-01-15T08:38:00Z,iaq-a-f02-east-r01,25.24,51.8,901.7
src-iaq-0038-005,2026-01-15T08:38:00Z,iaq-a-f02-east-r02,25.28,51.5,951.5
src-iaq-0038-006,2026-01-15T08:38:00Z,iaq-a-f02-west-r01,25.14,52.0,905.6
src-iaq-0038-007,2026-01-15T08:38:00Z,iaq-a-f02-west-r02,25.14,50.5,926.9
src-iaq-0038-008,2026-01-15T08:38:00Z,iaq-a-f03-east-r01,25.25,50.9,950.3
src-iaq-0038-009,2026-01-15T08:38:00Z,iaq-a-f03-east-r02,25.09,49.9,950.8
src-iaq-0038-010,2026-01-15T08:38:00Z,iaq-a-f03-west-r01,25.24,50.3,926.9
src-iaq-0038-011,2026-01-15T08:38:00Z,iaq-a-f03-west-r02,25.14,50.0,933.1
src-iaq-0038-012,2026-01-15T08:38:00Z,iaq-a-f04-east-r01,25.09,48.9,923.5
src-iaq-0038-013,2026-01-15T08:38:00Z,iaq-a-f04-east-r02,24.97,48.9,931.6
src-iaq-0038-014,2026-01-15T08:38:00Z,iaq-a-f04-west-r01,25.07,48.2,878.6
src-iaq-0038-015,2026-01-15T08:38:00Z,iaq-a-f04-west-r02,24.80,47.8,903.6
src-iaq-0038-016,2026-01-15T08:38:00Z,iaq-b-f01-east-r01,24.13,47.7,855.1
src-iaq-0038-017,2026-01-15T08:38:00Z,iaq-b-f01-east-r02,24.09,47.8,831.3
src-iaq-0038-018,2026-01-15T08:38:00Z,iaq-b-f01-west-r01,24.06,47.6,796.5
src-iaq-0038-019,2026-01-15T08:38:00Z,iaq-b-f01-west-r02,23.88,48.4,798.7
src-iaq-0038-020,2026-01-15T08:38:00Z,iaq-b-f02-east-r01,24.12,48.2,760.3
src-iaq-0038-021,2026-01-15T08:38:00Z,iaq-b-f02-east-r02,23.92,48.3,759.4
src-iaq-0038-022,2026-01-15T08:38:00Z,iaq-b-f02-west-r01,23.75,47.8,698.1
src-iaq-0038-023,2026-01-15T08:38:00Z,iaq-b-f02-west-r02,23.76,48.5,710.8
src-iaq-0038-024,2026-01-15T08:38:00Z,iaq-b-f03-east-r01,23.83,48.8,660.6
src-iaq-0038-025,2026-01-15T08:38:00Z,iaq-b-f03-east-r02,23.94,48.8,681.7
src-iaq-0038-026,2026-01-15T08:38:00Z,iaq-b-f03-west-r01,23.84,49.7,648.9
src-iaq-0038-027,2026-01-15T08:38:00Z,iaq-b-f03-west-r02,23.62,49.5,687.8
src-iaq-0038-028,2026-01-15T08:38:00Z,iaq-b-f04-east-r01,23.92,50.3,661.9
src-iaq-0038-029,2026-01-15T08:38:00Z,iaq-b-f04-east-r02,23.94,50.8,697.5
src-iaq-0038-030,2026-01-15T08:38:00Z,iaq-b-f04-west-r01,23.75,50.9,658.4
src-iaq-0038-031,2026-01-15T08:38:00Z,iaq-b-f04-west-r02,23.72,51.1,691.7
src-iaq-0038-032,2026-01-15T08:38:00Z,iaq-c-f01-east-r01,23.71,52.0,671.6
src-iaq-0038-033,2026-01-15T08:38:00Z,iaq-c-f01-east-r02,23.61,51.5,685.7
src-iaq-0038-034,2026-01-15T08:38:00Z,iaq-c-f01-west-r01,23.66,52.1,671.5
src-iaq-0038-035,2026-01-15T08:38:00Z,iaq-c-f01-west-r02,23.66,53.1,706.5
src-iaq-0038-036,2026-01-15T08:38:00Z,iaq-c-f02-east-r01,24.04,53.7,690.7
src-iaq-0038-037,2026-01-15T08:38:00Z,iaq-c-f02-east-r02,24.17,53.9,692.3
src-iaq-0038-038,2026-01-15T08:38:00Z,iaq-c-f02-west-r01,24.23,53.9,684.2
src-iaq-0038-039,2026-01-15T08:38:00Z,iaq-c-f02-west-r02,24.11,54.2,690.4
src-iaq-0038-040,2026-01-15T08:38:00Z,iaq-c-f03-east-r01,24.42,54.4,653.2
src-iaq-0038-041,2026-01-15T08:38:00Z,iaq-c-f03-east-r02,24.46,54.4,703.2
src-iaq-0038-042,2026-01-15T08:38:00Z,iaq-c-f03-west-r01,24.56,55.1,677.4
src-iaq-0038-043,2026-01-15T08:38:00Z,iaq-c-f03-west-r02,24.75,55.2,668.2
src-iaq-0038-044,2026-01-15T08:38:00Z,iaq-c-f04-east-r01,24.93,55.8,676.6
src-iaq-0038-045,2026-01-15T08:38:00Z,iaq-c-f04-east-r02,25.08,55.7,681.6
src-iaq-0038-046,2026-01-15T08:38:00Z,iaq-c-f04-west-r01,25.32,55.8,683.5
src-iaq-0038-047,2026-01-15T08:38:00Z,iaq-c-f04-west-r02,25.40,55.5,687.8
src-iaq-0039-000,2026-01-15T08:39:00Z,iaq-a-f01-east-r01,25.09,53.3,850.5
src-iaq-0039-001,2026-01-15T08:39:00Z,iaq-a-f01-east-r02,25.15,52.9,853.7
src-iaq-0039-002,2026-01-15T08:39:00Z,iaq-a-f01-west-r01,25.05,53.2,876.7
src-iaq-0039-003,2026-01-15T08:39:00Z,iaq-a-f01-west-r02,25.13,52.7,890.8
src-iaq-0039-004,2026-01-15T08:39:00Z,iaq-a-f02-east-r01,25.19,51.6,882.8
src-iaq-0039-005,2026-01-15T08:39:00Z,iaq-a-f02-east-r02,25.31,51.2,943.5
src-iaq-0039-006,2026-01-15T08:39:00Z,iaq-a-f02-west-r01,25.26,50.8,921.5
src-iaq-0039-007,2026-01-15T08:39:00Z,iaq-a-f02-west-r02,25.23,50.8,941.6
src-iaq-0039-008,2026-01-15T08:39:00Z,iaq-a-f03-east-r01,25.29,50.3,950.1
src-iaq-0039-009,2026-01-15T08:39:00Z,iaq-a-f03-east-r02,25.25,49.7,928.0
src-iaq-0039-010,2026-01-15T08:39:00Z,iaq-a-f03-west-r01,25.14,50.2,929.8
src-iaq-0039-011,2026-01-15T08:39:00Z,iaq-a-f03-west-r02,24.97,49.0,917.3
src-iaq-0039-012,2026-01-15T08:39:00Z,iaq-a-f04-east-r01,25.15,48.9,904.4
src-iaq-0039-013,2026-01-15T08:39:00Z,iaq-a-f04-east-r02,25.06,48.5,900.3
src-iaq-0039-014,2026-01-15T08:39:00Z,iaq-a-f04-west-r01,25.04,48.0,871.5
src-iaq-0039-015,2026-01-15T08:39:00Z,iaq-a-f04-west-r02,24.89,48.3,888.9
src-iaq-0039-016,2026-01-15T08:39:00Z,iaq-b-f01-east-r01,24.15,48.0,852.4
src-iaq-0039-017,2026-01-15T08:39:00Z,iaq-b-f01-east-r02,23.99,47.9,825.3
src-iaq-0039-018,2026-01-15T08:39:00Z,iaq-b-f01-west-r01,23.90,48.1,808.6
src-iaq-0039-019,2026-01-15T08:39:00Z,iaq-b-f01-west-r02,23.96,48.4,788.8
src-iaq-0039-020,2026-01-15T08:39:00Z,iaq-b-f02-east-r01,23.99,47.8,728.0
src-iaq-0039-021,2026-01-15T08:39:00Z,iaq-b-f02-east-r02,23.79,47.6,735.0
src-iaq-0039-022,2026-01-15T08:39:00Z,iaq-b-f02-west-r01,23.93,48.3,673.8
src-iaq-0039-023,2026-01-15T08:39:00Z,iaq-b-f02-west-r02,23.65,48.1,676.3
src-iaq-0039-024,2026-01-15T08:39:00Z,iaq-b-f03-east-r01,23.82,48.3,674.8
src-iaq-0039-025,2026-01-15T08:39:00Z,iaq-b-f03-east-r02,23.70,48.4,703.3
src-iaq-0039-026,2026-01-15T08:39:00Z,iaq-b-f03-west-r01,23.65,49.3,667.4
src-iaq-0039-027,2026-01-15T08:39:00Z,iaq-b-f03-west-r02,23.68,49.1,711.3
src-iaq-0039-028,2026-01-15T08:39:00Z,iaq-b-f04-east-r01,23.78,49.7,675.3
src-iaq-0039-029,2026-01-15T08:39:00Z,iaq-b-f04-east-r02,23.75,50.9,690.8
src-iaq-0039-030,2026-01-15T08:39:00Z,iaq-b-f04-west-r01,23.74,50.7,680.1
src-iaq-0039-031,2026-01-15T08:39:00Z,iaq-b-f04-west-r02,23.91,51.0,673.7
src-iaq-0039-032,2026-01-15T08:39:00Z,iaq-c-f01-east-r01,23.66,51.4,660.1
src-iaq-0039-033,2026-01-15T08:39:00Z,iaq-c-f01-east-r02,23.63,52.6,684.5
src-iaq-0039-034,2026-01-15T08:39:00Z,iaq-c-f01-west-r01,23.84,52.7,664.6
src-iaq-0039-035,2026-01-15T08:39:00Z,iaq-c-f01-west-r02,23.89,53.2,701.3
src-iaq-0039-036,2026-01-15T08:39:00Z,iaq-c-f02-east-r01,24.04,52.9,675.6
src-iaq-0039-037,2026-01-15T08:39:00Z,iaq-c-f02-east-r02,24.01,53.9,668.7
src-iaq-0039-038,2026-01-15T08:39:00Z,iaq-c-f02-west-r01,24.25,54.6,681.2
src-iaq-0039-039,2026-01-15T08:39:00Z,iaq-c-f02-west-r02,24.25,54.1,707.4
src-iaq-0039-040,2026-01-15T08:39:00Z,iaq-c-f03-east-r01,24.42,54.5,666.2
src-iaq-0039-041,2026-01-15T08:39:00Z,iaq-c-f03-east-r02,24.66,55.1,678.4
src-iaq-0039-042,2026-01-15T08:39:00Z,iaq-c-f03-west-r01,24.70,55.2,671.1
src-iaq-0039-043,2026-01-15T08:39:00Z,iaq-c-f03-west-r02,24.88,56.2,704.4
src-iaq-0039-044,2026-01-15T08:39:00Z,iaq-c-f04-east-r01,24.98,56.2,669.3
src-iaq-0039-045,2026-01-15T08:39:00Z,iaq-c-f04-east-r02,25.17,56.1,684.7
src-iaq-0039-046,2026-01-15T08:39:00Z,iaq-c-f04-west-r01,25.21,56.3,677.1
src-iaq-0039-047,2026-01-15T08:39:00Z,iaq-c-f04-west-r02,25.32,56.2,680.9
src-iaq-0040-000,2026-01-15T08:40:00Z,iaq-a-f01-east-r01,25.06,53.9,836.6
src-iaq-0040-001,2026-01-15T08:40:00Z,iaq-a-f01-east-r02,25.18,53.8,898.5
src-iaq-0040-002,2026-01-15T08:40:00Z,iaq-a-f01-west-r01,25.00,53.4,884.0
src-iaq-0040-003,2026-01-15T08:40:00Z,iaq-a-f01-west-r02,25.17,52.9,909.9
src-iaq-0040-004,2026-01-15T08:40:00Z,iaq-a-f02-east-r01,25.30,52.2,898.1
src-iaq-0040-005,2026-01-15T08:40:00Z,iaq-a-f02-east-r02,25.08,51.8,945.3
src-iaq-0040-006,2026-01-15T08:40:00Z,iaq-a-f02-west-r01,25.22,50.9,903.4
src-iaq-0040-007,2026-01-15T08:40:00Z,iaq-a-f02-west-r02,25.19,50.3,937.0
src-iaq-0040-008,2026-01-15T08:40:00Z,iaq-a-f03-east-r01,25.21,50.9,916.8
src-iaq-0040-009,2026-01-15T08:40:00Z,iaq-a-f03-east-r02,25.24,49.4,970.0
src-iaq-0040-010,2026-01-15T08:40:00Z,iaq-a-f03-west-r01,25.16,49.9,912.9
src-iaq-0040-011,2026-01-15T08:40:00Z,iaq-a-f03-west-r02,25.06,48.8,951.7
src-iaq-0040-012,2026-01-15T08:40:00Z,iaq-a-f04-east-r01,25.20,49.3,921.2
src-iaq-0040-013,2026-01-15T08:40:00Z,iaq-a-f04-east-r02,25.04,48.4,900.8
src-iaq-0040-014,2026-01-15T08:40:00Z,iaq-a-f04-west-r01,25.01,48.7,879.0
src-iaq-0040-015,2026-01-15T08:40:00Z,iaq-a-f04-west-r02,24.89,48.5,865.2
src-iaq-0040-016,2026-01-15T08:40:00Z,iaq-b-f01-east-r01,24.23,48.4,822.1
src-iaq-0040-017,2026-01-15T08:40:00Z,iaq-b-f01-east-r02,24.10,47.5,824.2
src-iaq-0040-018,2026-01-15T08:40:00Z,iaq-b-f01-west-r01,24.01,48.3,768.3
src-iaq-0040-019,2026-01-15T08:40:00Z,iaq-b-f01-west-r02,23.93,47.7,789.9
src-iaq-0040-020,2026-01-15T08:40:00Z,iaq-b-f02-east-r01,23.92,48.3,741.2
src-iaq-0040-021,2026-01-15T08:40:00Z,iaq-b-f02-east-r02,23.85,47.7,733.2
src-iaq-0040-022,2026-01-15T08:40:00Z,iaq-b-f02-west-r01,23.72,48.8,686.3
src-iaq-0040-023,2026-01-15T08:40:00Z,iaq-b-f02-west-r02,23.65,48.9,678.7
src-iaq-0040-024,2026-01-15T08:40:00Z,iaq-b-f03-east-r01,23.75,48.2,655.7
src-iaq-0040-025,2026-01-15T08:40:00Z,iaq-b-f03-east-r02,23.89,49.3,670.8
src-iaq-0040-026,2026-01-15T08:40:00Z,iaq-b-f03-west-r01,23.70,49.8,669.6
src-iaq-0040-027,2026-01-15T08:40:00Z,iaq-b-f03-west-r02,23.71,49.4,703.5
src-iaq-0040-028,2026-01-15T08:40:00Z,iaq-b-f04-east-r01,23.79,49.7,686.8
src-iaq-0040-029,2026-01-15T08:40:00Z,iaq-b-f04-east-r02,23.86,50.4,679.6
src-iaq-0040-030,2026-01-15T08:40:00Z,iaq-b-f04-west-r01,23.78,50.8,669.9
src-iaq-0040-031,2026-01-15T08:40:00Z,iaq-b-f04-west-r02,23.91,51.5,710.3
src-iaq-0040-032,2026-01-15T08:40:00Z,iaq-c-f01-east-r01,23.73,52.1,691.3
src-iaq-0040-033,2026-01-15T08:40:00Z,iaq-c-f01-east-r02,23.64,52.2,675.1
src-iaq-0040-034,2026-01-15T08:40:00Z,iaq-c-f01-west-r01,23.77,53.0,675.5
src-iaq-0040-035,2026-01-15T08:40:00Z,iaq-c-f01-west-r02,23.69,53.3,675.0
src-iaq-0040-036,2026-01-15T08:40:00Z,iaq-c-f02-east-r01,24.03,54.0,687.6
src-iaq-0040-037,2026-01-15T08:40:00Z,iaq-c-f02-east-r02,24.19,54.3,672.6
